target,credit_amount,duration_months,age_years,installment_rate_pct,checking_status_ord,employment_since_ord,credit_history_ord,debtors_co_applicant,property_Immobilien,property_None,instplan_bank,instplan_none,housing_free,housing_own,housing_rent,Status_bin,purpose_Consumption
1,-0.7597583197468112,-0.738667542842371,0.8315024991200816,0.9184771676276684,-0.0010454173182449,0.0,1.42714897504612,0,0,0,1,0,0,1,0,0,1.0
1,0.0051788625683322,0.7547634097761486,-0.4877843092997643,0.9184771676276684,-1.0464627355633285,0.0,0.5034279555987932,0,0,0,1,0,0,1,0,1,1.0
1,0.4808669799558838,-0.738667542842371,-1.103451486562359,-1.7645135849361149,1.0443719009268386,0.0,-1.3440140832958607,0,1,0,0,1,0,1,0,0,1.0
2,-0.4298455931715738,0.2569530922366421,2.150789307539928,0.9184771676276684,-0.0010454173182449,1.2905989913062863,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
1,-0.4455739906013234,-0.738667542842371,-0.8395941248783899,0.0241469167730741,1.0443719009268386,-0.341676771851476,0.5034279555987932,0,0,0,0,1,0,1,0,0,1.0
1,-0.3400786419871487,-0.4897623840726178,-0.9275465787730462,0.9184771676276684,-0.0010454173182449,0.0,-1.3440140832958607,0,0,0,0,1,0,0,1,0,1.0
1,0.170518845305457,1.003668568545902,-0.8395941248783899,-0.8701833340815202,-1.0464627355633285,-0.341676771851476,-0.4202930638485338,0,0,0,0,1,0,1,0,0,0.0
2,1.5714970749016974,2.2481943623946683,2.062836853645272,0.9184771676276684,1.0443719009268386,0.0,1.42714897504612,0,0,1,0,1,0,0,1,0,0.0
1,-0.4156516735398484,-1.2364778603818776,1.2712647685933636,-0.8701833340815202,-1.0464627355633285,0.0,0.5034279555987932,0,0,0,0,1,0,0,1,1,1.0
2,-0.4233240625299703,0.2569530922366421,0.2158353218574868,0.9184771676276684,1.0443719009268386,1.0,-1.3440140832958607,0,0,1,1,0,0,1,0,1,1.0
1,1.782871391579553,0.2569530922366421,0.039930414068174,0.9184771676276684,1.0443719009268386,0.0,-0.4202930638485338,0,0,0,0,1,0,0,1,1,1.0
2,1.466768965186535,2.2481943623946683,1.9748843997506147,0.9184771676276684,-0.0010454173182449,0.0,-1.3440140832958607,0,0,1,0,0,1,0,0,0,1.0
1,-0.3619449506089959,0.2569530922366421,-0.6636892170890771,0.9184771676276684,-1.0464627355633285,0.4744611097274053,0.5034279555987932,0,0,0,0,1,0,1,0,0,1.0
1,-0.4298455931715738,-0.9875727016121244,2.7664564848025224,0.9184771676276684,1.0443719009268386,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,0,0.0
1,2.0187973530257985,2.2481943623946683,-0.3998318554051079,-0.8701833340815202,1.0443719009268386,-1.9739525350092384,-0.4202930638485338,0,0,1,0,1,1,0,0,1,0.0
2,-0.4141171957418241,-0.90460431535554,1.095359860804051,-1.7645135849361149,2.089789219171922,1.2905989913062863,0.5034279555987932,0,0,1,0,1,1,0,0,0,1.0
1,-0.0120840126594418,0.0080479334668887,-1.103451486562359,0.9184771676276684,-1.0464627355633285,0.0,-1.3440140832958607,0,0,0,0,1,0,1,0,0,1.0
1,-0.2748633355711135,0.2569530922366421,1.7110270380666457,0.9184771676276684,-0.0010454173182449,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,0,1.0
1,0.5338064639877241,1.2525737273156552,-0.7516416709837335,-0.8701833340815202,1.0443719009268386,-0.341676771851476,0.5034279555987932,0,0,0,0,1,0,1,0,0,0.0
1,0.4781816438093411,2.2481943623946683,-0.4877843092997643,0.9184771676276684,1.0443719009268386,0.4744611097274053,1.42714897504612,0,0,0,0,1,0,1,0,1,1.0
1,0.3009494581375275,-0.2408572253028645,-0.3998318554051079,0.0241469167730741,-0.0010454173182449,0.0,2.350869994493447,0,0,0,1,0,0,1,0,1,0.0
2,-0.5506857197659921,-0.2408572253028645,0.039930414068174,0.9184771676276684,1.0443719009268386,1.2905989913062863,-1.3440140832958607,0,0,0,1,0,0,1,0,1,1.0
2,0.2595185575908698,0.2569530922366421,-1.3673088482463285,-0.8701833340815202,-0.0010454173182449,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,0,1.0
1,-0.0312649851347463,-0.2408572253028645,-0.9275465787730462,-0.8701833340815202,-1.0464627355633285,-0.341676771851476,-1.3440140832958607,0,0,0,0,1,0,1,0,0,1.0
1,-0.597103673156229,-0.738667542842371,-0.8395941248783899,0.9184771676276684,-1.0464627355633285,0.0,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
1,0.2894408746523448,-0.9875727016121244,-0.2239269476157951,-1.7645135849361149,-1.0464627355633285,0.0,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
1,3.350724081710943,1.2525737273156552,-0.4877843092997643,0.9184771676276684,-1.0464627355633285,-0.341676771851476,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
1,-0.1670662702599021,-0.738667542842371,0.3037877757521432,0.9184771676276684,-1.0464627355633285,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
1,0.5518365781145104,0.2569530922366421,-1.103451486562359,-1.7645135849361149,1.0443719009268386,0.0,0.5034279555987932,0,0,1,0,1,0,0,1,0,1.0
1,-0.5215306416035292,-0.4897623840726178,-0.4877843092997643,0.0241469167730741,-1.0464627355633285,0.4744611097274053,-0.4202930638485338,0,0,0,0,1,0,1,0,0,1.0
1,-0.1118250695310252,0.2569530922366421,-0.4877843092997643,-0.8701833340815202,-1.0464627355633285,0.4744611097274053,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
1,0.66078450177424,1.7503840448551615,0.039930414068174,0.9184771676276684,-1.0464627355633285,-0.341676771851476,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
1,-0.5077203414213101,-0.738667542842371,-1.103451486562359,0.9184771676276684,-1.0464627355633285,0.4744611097274053,-1.3440140832958607,0,1,0,0,1,0,1,0,0,0.0
1,0.4827850772034142,2.2481943623946683,1.0074074069093943,0.9184771676276684,-1.0464627355633285,0.0,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
1,1.394264889229884,0.7547634097761486,0.2158353218574868,0.0241469167730741,-1.0464627355633285,0.0,-1.3440140832958607,1,0,0,0,1,0,1,0,1,1.0
2,0.6469742015920207,0.5888266372629798,0.8315024991200816,0.0241469167730741,-0.0010454173182449,-0.341676771851476,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
1,-0.3596432339119593,0.2569530922366421,-0.8395941248783899,0.9184771676276684,-0.0010454173182449,0.4744611097274053,-1.3440140832958607,0,1,0,0,1,0,1,0,1,0.0
2,1.7464275438764745,0.2569530922366421,1.7110270380666457,-0.8701833340815202,-0.0010454173182449,0.0,1.42714897504612,0,0,0,1,0,0,1,0,0,1.0
1,1.5116524407787475,-0.2408572253028645,-0.6636892170890771,0.0241469167730741,1.0443719009268386,0.0,0.5034279555987932,0,1,0,0,1,0,0,1,1,1.0
2,2.9310444039512804,2.2481943623946683,-0.8395941248783899,-1.7645135849361149,1.0443719009268386,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,0,1.0
1,-0.3492855087752949,-0.738667542842371,1.6230745841719891,0.9184771676276684,-0.0010454173182449,1.2905989913062863,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
1,-0.5410952335283399,1.2525737273156552,0.039930414068174,0.9184771676276684,-1.0464627355633285,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
1,1.1706147501678337,1.2525737273156552,-0.6636892170890771,0.0241469167730741,-0.0010454173182449,-0.341676771851476,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
1,0.5602762060036444,-0.2408572253028645,-0.0480220398264823,0.0241469167730741,-1.0464627355633285,0.0,-1.3440140832958607,0,0,0,0,1,0,1,0,0,1.0
1,-0.4198714874844154,-0.90460431535554,0.1278828679628304,-0.8701833340815202,2.089789219171922,-0.341676771851476,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
1,0.3980051788625683,0.0080479334668887,-0.5757367631944207,0.9184771676276684,-0.0010454173182449,-1.1578146534303573,0.5034279555987932,0,0,0,1,0,0,1,0,0,1.0
1,-0.3044020331830824,-0.738667542842371,2.678504030907866,0.9184771676276684,-0.0010454173182449,1.0,-1.3440140832958607,0,0,1,0,1,1,0,0,1,1.0
1,-0.2917425913493814,0.2569530922366421,1.2712647685933636,0.9184771676276684,-1.0464627355633285,1.0,1.42714897504612,0,0,0,1,0,0,1,0,1,0.0
1,-0.4141171957418241,-0.738667542842371,0.2158353218574868,0.9184771676276684,-1.0464627355633285,1.2905989913062863,-1.3440140832958607,0,1,0,0,1,0,1,0,0,1.0
1,0.3489018893257888,-0.2408572253028645,0.2158353218574868,-0.8701833340815202,-1.0464627355633285,1.0,-1.3440140832958607,0,0,1,0,1,0,1,0,1,1.0
1,-0.443272273904287,-1.0705410878687087,1.35921722248802,0.0241469167730741,-0.0010454173182449,1.2905989913062863,-1.3440140832958607,0,0,1,1,0,1,0,0,1,1.0
1,1.394264889229884,1.7503840448551615,0.479692683541456,-0.8701833340815202,1.0443719009268386,0.4744611097274053,-1.3440140832958607,0,1,0,1,0,0,1,0,0,1.0
1,-0.3907164093219526,-0.2408572253028645,-0.3118794015104515,0.9184771676276684,1.0443719009268386,1.2905989913062863,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
2,-0.2932770691474057,-0.738667542842371,1.7110270380666457,0.9184771676276684,-1.0464627355633285,1.2905989913062863,-0.4202930638485338,0,0,1,0,1,1,0,0,1,0.0
1,2.055624820178383,1.2525737273156552,0.3917402296467996,-0.8701833340815202,-1.0464627355633285,0.4744611097274053,-0.4202930638485338,0,0,0,0,1,0,1,0,0,1.0
1,-0.3162942361177712,-0.738667542842371,0.2158353218574868,0.9184771676276684,-1.0464627355633285,1.2905989913062863,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
2,-0.2940443080464179,-0.2408572253028645,0.7435500452254252,0.9184771676276684,-0.0010454173182449,0.0,1.42714897504612,0,0,0,1,0,0,1,0,1,1.0
2,3.643042102234584,1.999289203624915,-0.5757367631944207,-0.8701833340815202,-0.0010454173182449,0.0,2.350869994493447,0,0,0,0,1,0,0,1,1,0.0
2,-0.537642658482785,-0.9875727016121244,-0.4877843092997643,0.9184771676276684,1.0443719009268386,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,0,1.0
1,-0.1820274287906396,-0.4897623840726178,0.919454953014738,0.9184771676276684,-0.0010454173182449,-1.1578146534303573,0.5034279555987932,0,0,0,0,1,0,0,1,0,1.0
1,-0.5806080368274672,-0.4897623840726178,-1.1914039404570154,0.9184771676276684,-0.0010454173182449,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,0,0.0
1,-0.3615613311594898,0.2569530922366421,1.0074074069093943,0.9184771676276684,2.089789219171922,0.0,0.5034279555987932,0,0,1,0,1,1,0,0,0,1.0
2,-0.622422556823631,-0.738667542842371,0.919454953014738,0.9184771676276684,-0.0010454173182449,-1.1578146534303573,1.42714897504612,0,0,0,1,0,0,1,0,1,1.0
1,1.6965570154406828,0.7547634097761486,0.039930414068174,-0.8701833340815202,-1.0464627355633285,0.4744611097274053,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
1,5.193248297688693,1.2525737273156552,0.6555975913307688,-0.8701833340815202,-0.0010454173182449,-1.9739525350092384,0.5034279555987932,1,0,0,0,1,0,1,0,0,0.0
2,2.171477893929222,1.2525737273156552,-0.7516416709837335,0.9184771676276684,-1.0464627355633285,-1.1578146534303573,-0.4202930638485338,0,0,0,0,1,0,0,1,1,0.0
1,-0.3930181260189891,-0.2408572253028645,-0.7516416709837335,0.9184771676276684,1.0443719009268386,0.0,-1.3440140832958607,0,0,0,0,1,0,1,0,0,1.0
1,-0.5652632588472235,-1.1535094741252931,0.039930414068174,0.0241469167730741,-1.0464627355633285,1.2905989913062863,-0.4202930638485338,0,0,1,0,1,1,0,0,1,1.0
1,-0.3166778555672772,-1.4024146328950464,-0.5757367631944207,-1.7645135849361149,2.089789219171922,0.0,0.5034279555987932,0,1,0,0,1,0,1,0,1,1.0
1,0.060036443847703,0.0080479334668887,0.919454953014738,0.9184771676276684,-1.0464627355633285,1.0,0.5034279555987932,0,1,0,0,1,0,1,0,1,1.0
2,-0.1501870144816342,-0.2408572253028645,-0.3998318554051079,-0.8701833340815202,1.0443719009268386,0.0,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
2,0.3339407307950513,-0.2408572253028645,-1.0154990326677027,-0.8701833340815202,-0.0010454173182449,-0.341676771851476,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
1,-0.6277932291167162,-1.2364778603818776,-0.5757367631944207,-0.8701833340815202,2.089789219171922,0.0,-0.4202930638485338,0,0,0,1,0,0,1,0,0,1.0
2,5.122278699530066,2.2481943623946683,-1.103451486562359,-0.8701833340815202,1.0443719009268386,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,1,0.0
1,-0.1455835810875611,0.2569530922366421,2.150789307539928,0.9184771676276684,-1.0464627355633285,1.0,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
1,1.224321473098686,0.2569530922366421,-0.9275465787730462,0.9184771676276684,-1.0464627355633285,0.0,0.5034279555987932,0,0,0,0,0,0,1,0,1,1.0
1,-0.030114126786228,-0.90460431535554,1.095359860804051,-1.7645135849361149,-0.0010454173182449,0.0,-1.3440140832958607,0,1,0,0,1,0,0,1,1,1.0
1,-0.0945621943032511,-0.738667542842371,-0.6636892170890771,0.9184771676276684,-1.0464627355633285,0.0,0.5034279555987932,1,1,0,0,1,0,1,0,0,1.0
1,-0.2211566126402608,0.2569530922366421,1.095359860804051,0.9184771676276684,1.0443719009268386,0.0,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
1,0.0178383044020331,-0.738667542842371,0.039930414068174,0.0241469167730741,1.0443719009268386,0.4744611097274053,-1.3440140832958607,0,0,0,0,1,0,1,0,0,1.0
1,1.9558837633068,3.2438149974736814,-0.7516416709837335,-1.7645135849361149,1.0443719009268386,-0.341676771851476,-0.4202930638485338,0,1,0,0,1,0,1,0,1,1.0
1,0.2445573990601323,0.2569530922366421,2.4146466692238966,0.9184771676276684,-0.0010454173182449,1.0,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
2,-0.5249832166490841,-0.738667542842371,-0.7516416709837335,0.9184771676276684,1.0443719009268386,0.0,0.5034279555987932,0,0,0,1,0,0,0,1,0,1.0
1,0.7490169751606407,0.7547634097761486,-0.8395941248783899,-0.8701833340815202,-1.0464627355633285,-0.341676771851476,-0.4202930638485338,0,0,0,0,1,0,1,0,1,0.0
1,3.129375659345929,1.2525737273156552,0.5676451374361124,-0.8701833340815202,-1.0464627355633285,1.2905989913062863,-1.3440140832958607,0,0,1,0,1,1,0,0,1,1.0
