target,robust_num__credit_amount,standard_cont__duration_months,standard_cont__age_years,standard_cont__installment_rate_pct,standard_cont__residence_since,standard_cont__existing_credits,standard_cont__dependents,standard_ordinal__savings_ord,standard_ordinal__checking_status_ord,standard_ordinal__employment_since_ord,standard_ordinal__credit_history_ord,bin__debtors_co_applicant,bin__debtors_guarantor,bin__debtors_none,bin__property_Auto,bin__property_Immobilien,bin__property_None,bin__property_Versicherung,bin__instplan_bank,bin__instplan_none,bin__instplan_stores,bin__housing_free,bin__housing_own,bin__housing_rent,bin__telephone_bin,bin__Status_bin,bin__purpose_Consumption,bin__purpose_Investment/Human Capital,bin__purpose_Other/Repairs,bin__job_bin
2,0.968063680828618,-0.738667542842371,0.6555975913307688,0.024146916773074168,1.0469866784197936,1.0270789116578085,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,1.2905989913062865,-1.3440140832958607,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1
1,-0.1517214922796586,-0.9046043153555399,0.21583532185748686,-1.7645135849361147,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-1.0464627355633285,,0.5034279555987932,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,,,,1
2,5.227006809245228,2.746004679934175,1.9748843997506147,0.024146916773074168,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,1.0443719009268386,-1.1578146534303573,2.350869994493447,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,,,,1
1,-0.7509350724081711,-1.2364778603818776,1.4471696763826765,0.9184771676276685,1.0469866784197936,1.0270789116578085,-0.4282895663715403,0.8381752471533456,-1.0464627355633285,-0.341676771851476,-1.3440140832958607,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,-0.3957034621655318,-0.9875727016121243,1.0953598608040507,0.024146916773074168,1.0469866784197936,1.0270789116578085,2.3348689263480744,0.8381752471533456,-0.0010454173182449684,1.2905989913062865,-1.3440140832958607,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,,,,
2,0.7586074613982929,-0.2408572253028645,0.3917402296467996,0.9184771676276685,0.1405047057619635,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,1.0443719009268386,1.2905989913062865,-0.4202930638485338,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1
1,-0.42140596528243984,-1.2364778603818776,-0.7516416709837335,-1.7645135849361147,-0.7659772668958666,1.0270789116578085,-0.4282895663715403,-1.2313932643363965,-1.0464627355633285,,-1.3440140832958607,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
1,2.036827467152585,2.2481943623946683,0.919454953014738,0.9184771676276685,-0.7659772668958666,1.0270789116578085,2.3348689263480744,-1.2313932643363965,-1.0464627355633285,1.2905989913062865,-1.3440140832958607,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1,-0.5499184808669799,-0.738667542842371,-1.279356394351672,0.9184771676276685,-0.7659772668958666,-0.7049259983890862,-0.4282895663715403,-1.2313932643363965,-1.0464627355633285,,0.5034279555987932,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1,1.351299510885202,1.2525737273156552,-0.048022039826482336,-0.8701833340815202,-0.7659772668958666,1.0270789116578085,2.3348689263480744,-0.19660900859152544,-1.0464627355633285,,-1.3440140832958607,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1
1,-0.4881557494964995,-1.2364778603818776,1.2712647685933636,-0.8701833340815202,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,2.089789219171922,-0.341676771851476,-1.3440140832958607,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,
2,-0.06502349669128225,0.7547634097761486,-1.0154990326677027,0.9184771676276685,-0.7659772668958666,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,1.0443719009268386,-0.341676771851476,0.5034279555987932,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
1,0.09571305265176945,1.5014788860854085,-1.0154990326677027,0.9184771676276685,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,1.8729595028982167,-1.0464627355633285,-0.341676771851476,0.5034279555987932,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
1,0.2721779994245708,-0.4897623840726178,-0.22392694761579512,-0.8701833340815202,-0.7659772668958666,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-1.0464627355633285,0.4744611097274053,0.5034279555987932,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,
1,-0.45784981298551836,-0.2408572253028645,-1.279356394351672,0.9184771676276685,-0.7659772668958666,-0.7049259983890862,-0.4282895663715403,-1.2313932643363965,-1.0464627355633285,,0.5034279555987932,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1
1,0.09916562769732426,0.2569530922366421,-0.13597449372113873,-0.8701833340815202,-0.7659772668958666,-0.7049259983890862,-0.4282895663715403,2.9077437586430874,-1.0464627355633285,1.2905989913062865,-1.3440140832958607,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
1,2.1116332598062724,0.5888266372629798,0.3917402296467996,0.024146916773074168,1.0469866784197936,1.0270789116578085,2.3348689263480744,-1.2313932643363965,-1.0464627355633285,-1.1578146534303573,1.4271489750461201,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,
1,0.25261340749976025,-1.2364778603818776,-0.3118794015104515,-1.7645135849361147,-0.7659772668958666,-0.7049259983890862,-0.4282895663715403,1.8729595028982167,-1.0464627355633285,,0.5034279555987932,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,,,,1
1,-0.3339407307950513,-1.2364778603818776,-0.3998318554051079,-1.7645135849361147,-0.7659772668958666,1.0270789116578085,2.3348689263480744,0.8381752471533456,1.0443719009268386,1.2905989913062865,-0.4202930638485338,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,,,1
1,-0.48585403279946293,-0.4897623840726178,-0.7516416709837335,0.9184771676276685,-0.7659772668958666,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,,0.5034279555987932,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1,1.6340270451711902,0.2569530922366421,-0.5757367631944207,0.9184771676276685,-0.7659772668958666,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,,0.5034279555987932,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1
2,-0.37422077299319073,0.2569530922366421,0.12788286796283044,0.9184771676276685,-0.7659772668958666,1.0270789116578085,2.3348689263480744,-1.2313932643363965,2.089789219171922,0.4744611097274053,-1.3440140832958607,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
1,-0.05121319650906301,-0.4897623840726178,-0.22392694761579512,-1.7645135849361147,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,-1.2313932643363965,-1.0464627355633285,,0.5034279555987932,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2,-0.18586362328570058,0.008047933466888799,-0.9275465787730462,0.024146916773074168,-0.7659772668958666,1.0270789116578085,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,,0.5034279555987932,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,,,,1
2,-0.3688501007001055,0.2569530922366421,0.3917402296467996,0.9184771676276685,0.1405047057619635,-0.7049259983890862,-0.4282895663715403,-1.2313932643363965,-0.0010454173182449684,1.2905989913062865,1.4271489750461201,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1
1,-0.02704517119017934,-0.2408572253028645,-0.4877843092997643,0.9184771676276685,0.1405047057619635,-0.7049259983890862,2.3348689263480744,0.8381752471533456,-0.0010454173182449684,0.4744611097274053,0.5034279555987932,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,,,,1
1,0.13637671429941498,0.09101631972347322,0.3917402296467996,0.024146916773074168,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,1.8729595028982167,-1.0464627355633285,1.2905989913062865,0.5034279555987932,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
2,-0.006329720916850484,0.2569530922366421,0.8315024991200816,0.9184771676276685,-1.6724592395536968,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,1.2905989913062865,0.5034279555987932,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
1,0.4873885105974873,-0.2408572253028645,0.3917402296467996,0.024146916773074168,0.1405047057619635,2.7590838217047033,2.3348689263480744,-0.19660900859152544,1.0443719009268386,,-1.3440140832958607,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,-0.08113551357053803,-1.2364778603818776,-0.5757367631944207,-0.8701833340815202,-0.7659772668958666,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-1.0464627355633285,,0.5034279555987932,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1,-0.4072120456507145,0.2569530922366421,-0.9275465787730462,0.9184771676276685,-1.6724592395536968,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-1.0464627355633285,,0.5034279555987932,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1
2,-0.4559317157379879,-0.2408572253028645,-0.22392694761579512,0.9184771676276685,-0.7659772668958666,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,-1.9739525350092386,0.5034279555987932,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,,,,1
1,0.012851251558454013,0.008047933466888799,1.0074074069093943,-1.7645135849361147,1.0469866784197936,1.0270789116578085,-0.4282895663715403,-0.19660900859152544,1.0443719009268386,-0.341676771851476,-0.4202930638485338,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,
2,4.088040663661648,-0.2408572253028645,0.21583532185748686,0.024146916773074168,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,1.0443719009268386,,0.5034279555987932,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1
1,-0.4072120456507145,-0.738667542842371,-1.1914039404570154,-0.8701833340815202,1.0469866784197936,1.0270789116578085,-0.4282895663715403,-0.19660900859152544,-1.0464627355633285,,-1.3440140832958607,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,
1,-0.5921166203126499,-0.738667542842371,-0.6636892170890771,0.9184771676276685,-0.7659772668958666,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-1.0464627355633285,,0.5034279555987932,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1,0.49084108564304213,0.008047933466888799,-0.8395941248783899,-1.7645135849361147,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,0.4744611097274053,0.5034279555987932,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0.5111729164668649,0.008047933466888799,-0.7516416709837335,-0.8701833340815202,0.1405047057619635,1.0270789116578085,-0.4282895663715403,-0.19660900859152544,1.0443719009268386,0.4744611097274053,-1.3440140832958607,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
1,0.0627217799942457,0.2569530922366421,-1.1914039404570154,0.9184771676276685,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,1.8729595028982167,-0.0010454173182449684,,1.4271489750461201,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1
2,-0.39301812601898917,-0.738667542842371,-0.9275465787730462,0.024146916773074168,-1.6724592395536968,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,1.0443719009268386,,0.5034279555987932,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,,,,1
1,-0.742111825069531,-0.738667542842371,1.9748843997506147,0.9184771676276685,0.1405047057619635,4.491088731751598,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,,-1.3440140832958607,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,
1,0.4873885105974873,-0.738667542842371,-0.5757367631944207,-0.8701833340815202,-0.7659772668958666,-0.7049259983890862,2.3348689263480744,-0.19660900859152544,-0.0010454173182449684,,0.5034279555987932,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
1,-0.46667306032415845,-0.738667542842371,-0.5757367631944207,0.9184771676276685,0.1405047057619635,1.0270789116578085,-0.4282895663715403,-0.19660900859152544,1.0443719009268386,0.4744611097274053,0.5034279555987932,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
1,-0.4919919439915604,-0.738667542842371,0.3037877757521432,0.024146916773074168,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,0.8381752471533456,1.0443719009268386,,0.5034279555987932,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0.5871295674690706,-0.2408572253028645,-0.7516416709837335,0.024146916773074168,-1.6724592395536968,1.0270789116578085,-0.4282895663715403,-0.19660900859152544,-1.0464627355633285,,-1.3440140832958607,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
2,2.0583101563249255,2.2481943623946683,0.12788286796283044,-0.8701833340815202,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,0.4744611097274053,1.4271489750461201,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1,0.2913589718998753,1.2525737273156552,0.03993041406817406,0.9184771676276685,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,-1.2313932643363965,-1.0464627355633285,,0.5034279555987932,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
1,-0.3849621175793613,-0.4897623840726178,1.0074074069093943,-0.8701833340815202,-0.7659772668958666,1.0270789116578085,-0.4282895663715403,1.8729595028982167,-1.0464627355633285,-0.341676771851476,-1.3440140832958607,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
1,-0.3243502445573991,0.2569530922366421,-0.22392694761579512,0.9184771676276685,0.1405047057619635,-0.7049259983890862,-0.4282895663715403,0.8381752471533456,-1.0464627355633285,,0.5034279555987932,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1
2,0.5694830727917906,1.2525737273156552,0.5676451374361124,0.9184771676276685,-1.6724592395536968,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,1.0443719009268386,-0.341676771851476,2.350869994493447,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
2,2.123525462740961,1.2525737273156552,-0.9275465787730462,0.9184771676276685,-0.7659772668958666,1.0270789116578085,-0.4282895663715403,-0.19660900859152544,-1.0464627355633285,,-1.3440140832958607,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,,,,
1,-0.34775103097727056,-0.738667542842371,1.7110270380666455,0.024146916773074168,-0.7659772668958666,-0.7049259983890862,-0.4282895663715403,2.9077437586430874,-1.0464627355633285,,0.5034279555987932,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
2,-0.6020907259998082,-0.2408572253028645,-0.7516416709837335,0.9184771676276685,-1.6724592395536968,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,,0.5034279555987932,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2,2.307662798503884,1.2525737273156552,1.0074074069093943,0.024146916773074168,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,-1.2313932643363965,-0.0010454173182449684,,0.5034279555987932,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,
1,0.000191809724753045,-0.2408572253028645,-0.13597449372113873,-0.8701833340815202,0.1405047057619635,1.0270789116578085,-0.4282895663715403,-0.19660900859152544,-1.0464627355633285,-1.9739525350092386,-0.4202930638485338,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1,-0.3243502445573991,-0.738667542842371,-0.22392694761579512,0.9184771676276685,-1.6724592395536968,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,2.089789219171922,,0.5034279555987932,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,,,,
1,3.2820562002493525,1.2525737273156552,0.8315024991200816,-0.8701833340815202,-0.7659772668958666,1.0270789116578085,2.3348689263480744,-0.19660900859152544,-1.0464627355633285,1.2905989913062865,-0.4202930638485338,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1
1,0.4068284262012084,-1.4024146328950464,0.12788286796283044,-1.7645135849361147,-1.6724592395536968,-0.7049259983890862,2.3348689263480744,-0.19660900859152544,-1.0464627355633285,0.4744611097274053,-1.3440140832958607,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1,1.3355711134554522,-0.738667542842371,1.1833123146987072,-0.8701833340815202,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,-1.2313932643363965,-1.0464627355633285,,-1.3440140832958607,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1
1,-0.1359930948499089,0.2569530922366421,0.5676451374361124,0.9184771676276685,1.0469866784197936,1.0270789116578085,-0.4282895663715403,-1.2313932643363965,1.0443719009268386,-0.341676771851476,-0.4202930638485338,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
1,-0.30171669703653975,0.2569530922366421,0.21583532185748686,0.9184771676276685,0.1405047057619635,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-1.0464627355633285,-1.1578146534303573,0.5034279555987932,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
2,0.2840702023592596,2.2481943623946683,-0.6636892170890771,0.9184771676276685,1.0469866784197936,1.0270789116578085,-0.4282895663715403,-0.19660900859152544,1.0443719009268386,0.4744611097274053,0.5034279555987932,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
1,-0.6895559604871967,-0.738667542842371,0.5676451374361124,0.9184771676276685,1.0469866784197936,1.0270789116578085,2.3348689263480744,1.8729595028982167,-1.0464627355633285,1.2905989913062865,-1.3440140832958607,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,
1,-0.7597583197468112,-0.738667542842371,0.8315024991200816,0.9184771676276685,-1.6724592395536968,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,,1.4271489750461201,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,,,
1,0.005178862568332215,0.7547634097761486,-0.4877843092997643,0.9184771676276685,-0.7659772668958666,-0.7049259983890862,-0.4282895663715403,1.8729595028982167,-1.0464627355633285,,0.5034279555987932,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,,,,
1,0.4808669799558838,-0.738667542842371,-1.103451486562359,-1.7645135849361147,-1.6724592395536968,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,1.0443719009268386,,-1.3440140832958607,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2,-0.4298455931715738,0.2569530922366421,2.1507893075399274,0.9184771676276685,1.0469866784197936,1.0270789116578085,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,1.2905989913062865,-1.3440140832958607,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,,,,0
1,-0.44557399060132347,-0.738667542842371,-0.8395941248783899,0.024146916773074168,-1.6724592395536968,-0.7049259983890862,-0.4282895663715403,1.8729595028982167,1.0443719009268386,-0.341676771851476,0.5034279555987932,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,,,,1
1,-0.34007864198714877,-0.4897623840726178,-0.9275465787730462,0.9184771676276685,0.1405047057619635,1.0270789116578085,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,,-1.3440140832958607,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1,0.170518845305457,1.003668568545902,-0.8395941248783899,-0.8701833340815202,-0.7659772668958666,1.0270789116578085,-0.4282895663715403,-0.19660900859152544,-1.0464627355633285,-0.341676771851476,-0.4202930638485338,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,
2,1.5714970749016974,2.2481943623946683,2.0628368536452713,0.9184771676276685,0.1405047057619635,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,1.0443719009268386,,1.4271489750461201,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,
1,-0.41565167353984844,-1.2364778603818776,1.2712647685933636,-0.8701833340815202,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,1.8729595028982167,-1.0464627355633285,,0.5034279555987932,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,
2,-0.4233240625299703,0.2569530922366421,0.21583532185748686,0.9184771676276685,1.0469866784197936,1.0270789116578085,2.3348689263480744,0.8381752471533456,1.0443719009268386,,-1.3440140832958607,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
1,1.782871391579553,0.2569530922366421,0.03993041406817406,0.9184771676276685,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,0.8381752471533456,1.0443719009268386,,-0.4202930638485338,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,,,,1
2,1.466768965186535,2.2481943623946683,1.9748843997506147,0.9184771676276685,1.0469866784197936,1.0270789116578085,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,,-1.3440140832958607,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,,,,0
1,-0.3619449506089959,0.2569530922366421,-0.6636892170890771,0.9184771676276685,-1.6724592395536968,-0.7049259983890862,-0.4282895663715403,1.8729595028982167,-1.0464627355633285,0.4744611097274053,0.5034279555987932,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
1,-0.4298455931715738,-0.9875727016121243,2.7664564848025224,0.9184771676276685,1.0469866784197936,1.0270789116578085,-0.4282895663715403,-0.19660900859152544,1.0443719009268386,,0.5034279555987932,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,
1,2.0187973530257985,2.2481943623946683,-0.3998318554051079,-0.8701833340815202,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,0.8381752471533456,1.0443719009268386,-1.9739525350092386,-0.4202930638485338,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1
2,-0.4141171957418241,-0.9046043153555399,1.0953598608040507,-1.7645135849361147,1.0469866784197936,-0.7049259983890862,2.3348689263480744,0.8381752471533456,2.089789219171922,1.2905989913062865,0.5034279555987932,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1,-0.012084012659441834,0.008047933466888799,-1.103451486562359,0.9184771676276685,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-1.0464627355633285,,-1.3440140832958607,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,,,,1
1,-0.2748633355711135,0.2569530922366421,1.7110270380666455,0.9184771676276685,1.0469866784197936,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,,0.5034279555987932,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1,0.5338064639877241,1.2525737273156552,-0.7516416709837335,-0.8701833340815202,-0.7659772668958666,-0.7049259983890862,-0.4282895663715403,-1.2313932643363965,1.0443719009268386,-0.341676771851476,0.5034279555987932,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0.47818164380934114,2.2481943623946683,-0.4877843092997643,0.9184771676276685,-0.7659772668958666,-0.7049259983890862,-0.4282895663715403,0.8381752471533456,1.0443719009268386,0.4744611097274053,1.4271489750461201,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,,,,
1,0.30094945813752755,-0.2408572253028645,-0.3998318554051079,0.024146916773074168,-1.6724592395536968,-0.7049259983890862,-0.4282895663715403,-0.19660900859152544,-0.0010454173182449684,,2.350869994493447,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1
2,-0.5506857197659921,-0.2408572253028645,0.03993041406817406,0.9184771676276685,1.0469866784197936,-0.7049259983890862,2.3348689263480744,-0.19660900859152544,1.0443719009268386,1.2905989913062865,-1.3440140832958607,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1
